Ticker,FullCode,Symbol,Signal,Probability,Start,End
031440,KR7031440001,신세계푸드,hold,0,80700,
006880,KR7006880009,신송홀딩스,hold,0,5430,
005800,KR7005800008,신영와코루,hold,0,11400,
001720,KR7001720002,신영증권,hold,0,60000,
001725,KR7001721000,신영증권우,hold,0,54000,
009270,KR7009270000,신원,hold,0,2145,
002700,KR7002700003,신일전자,hold,0,1765,
002870,KR7002870004,신풍,hold,0,1355,
019170,KR7019170000,신풍제약,hold,0,6420,
019175,KR7019171008,신풍제약우,hold,0,6070,
055550,KR7055550008,신한지주,hold,0,45850,
004080,KR7004080008,신흥,hold,0,10000,
102280,KR7102280005,쌍방울,hold,0,898,
003410,KR7003410008,쌍용C&E,hold,0,6332,
003620,KR7003620002,쌍용차,hold,0,11685,
004770,KR7004770004,써니전자,hold,0,3025,
015540,KR7015540008,쎌마테라퓨틱스,hold,0,6530,
004920,KR7004920005,씨아이테크,hold,0,1063,
112610,KR7112610001,씨에스윈드,hold,0,17034,
008700,KR7008700007,아남전자,hold,0,2550,
002790,KR7002790004,아모레G,hold,0,59862,
002795,KR7002791002,아모레G우,hold,0,25130,
090430,KR7090430000,아모레퍼시픽,hold,0,156500,
090435,KR7090431008,아모레퍼시픽우,hold,0,86200,
002030,KR7002030005,아세아,hold,0,112000,
183190,KR7183190008,아세아시멘트,hold,0,8890,
002310,KR7002310001,아세아제지,hold,0,34800,
012170,KR7012170007,아센디오,hold,0,3955,
020560,KR7020560009,아시아나항공,hold,0,31118,
122900,KR7122900004,아이마켓코리아,hold,0,11750,
010780,KR7010780005,아이에스동서,hold,0,34750,
001780,KR7001780006,알루코,hold,0,2510,
018250,KR7018250001,애경산업,hold,0,34850,
161000,KR7161000005,애경케미칼,hold,0,8290,
